,Title,Authors,referencia,Abstract,Author Keywords,fonte
artivo439,"""Programa Nacional de assistencia estudantil: do protagonismo da une aos avancos da luta por direitos, promovidos pelo FONAPRACE (PNAES: da UNE a FONAPRACE) ""","""de Jesus_ Luciano Nascimento | Mayer_ Andre Luiz Monteiro | de Camargo_ Pedro Luiz Teixeira""","""Acta Scientiarum. Education (UEM), 2016, Vol.38(3), p.247(11) [Periódico revisado por pares]""","""Este estudo busca demonstrar que a busca por uma Politica Nacional de Assistencia Estudantil, em nivel de politica de Estado, e uma 'construcao historica de varias maos', destacando-se as contribuicoes que dois atores aqui estudados, o Forum Nacional de Pro-Reitores de Assuntos Comunitarios e Estudantis (FONAPRACE) e a Uniao Nacional dos Estudantes (UNE) deram para a constituicao atual do Programa Nacional de Assistencia Estudantil (PNAES), instituido pelo Decreto no. 7.234, de 19 de julho de 2010. Optou-se pela pesquisa bibliografica e documental, para a construcao deste trabalho, buscando mostrar parte da historia descontinua da Educacao brasileira, a fim de especificamente demonstrar algumas implicacoes que colaboraram para a nao garantia de acesso, permanencia e conclusao da graduacao em ensino superior para a grande maioria da populacao brasileira. Conclui-se neste trabalho que, apesar dos avancos conseguidos na ultima decada, por meio da pressao dos movimentos sociais de educacao, somente em outro sistema politico havera, de fato, reducao das desigualdades presentes no seio das IFES.""","""assistencia estudantil, uniao nacional dos estudantes, pro-reitoria de assuntos comunitarios e estudantis""","""Cengage Learning"""
artivo440,"""O Direito Constitucional Comparado entre Renascimento e Consolidacao""","""Dutra_ Deo Campos | Vieira_ Jose Ribas""","""Estudos Feministas, 2018, Vol.26(1) [Periódico revisado por pares]""","""In discussing the intersectional approach, and considering the concept of consubstantiality, this article analyzes on the one hand, the under-representation of girls and women in Physical Education, on the other hand, debate forms of transgression engendered by students and teachers who seek a pedagogical practice able to cross borders crystallized by tradition from the perspective of Physical Education that fosters debate and transformation of polarized and binary gender arrangements. The concepts of Coeducation and Learning Separation are still considered as powerful tools to discuss how they can be realized, maintained and/or processed established racial and gender relations and are usually in play, in rich networking opportunities in school spaces. © """,,"""ProQuest"""
artivo441,"""A INCLUSAO DA PESSOA COM DEFICIENCIA E O MULTICULTURALISMO: PELA CONSTRUCAO DE UM PAIS MAIS SOLIDARIO""","""Alonso_ Ricardo Pinha | Dantas_ Lucas Emanuel Ricci""","""Quaestio Iuris, 2016, Vol.9(2), p.1136(20) [Periódico revisado por pares]""","""O presente artigo tem o objetivo de estudar a inclusao da pessoa com deficiencia sob o vies do multiculturalismo, nesse vies busca-se evidenciar como deve-se projetar os direitos fundamentais dessa populacao, com vistas a formacao de uma etica social que permita o respeito ao deficiente, e consequentemente garanta a efetividade de sua cidadania. Nesse interim, fomenta-se a criacao de uma rede agrafa, pautada em um agir comunicativo que tenha o intuito de incutir na sociedade a solidariedade entre os cidadaos propiciando uma sensibilidade para com as diferencas, e portanto com as deficiencias. Referido estudo, foi feito com base em uma metodologia indutivabibliografica.""",,
artivo442,"""Velhos Territórios e Novas Tecnologias em Conflito: Alcântara, janela e espelho para o espaço""","""Ribeiro Moreira_ Pedro | Guimarães_ Antonio Carlos Machado | Braga_ Yara Maria Rosendo de Oliveira""","""Canadian Journal of Latin American and Caribbean Studies, 02 January 2014, Vol.39(1), pp.112-130 [Periódico revisado por pares]""","""Este trabalho aborda conflitos envolvendo comunidades consideradas como as mais ""tradicionais"" no Estado do Maranhão (Brasil), quando da partilha involuntária de seu espaço com um complexo de alta tecnologia. Esta situação permite algumas reflexões... Taylor & Francis (Taylor & Francis Group)""",,
artivo443,"""Discriminacao judicial por identidade de genero: um diagnostico""","""Cortes_ Ana de Mello""","""Direito e Praxis, 2019, Vol.10(1), p.101(28) [Periódico revisado por pares]""","""Esta pesquisa visa a diagnosticar a discriminacao por identidade de genero, quanto a alteracao do registro civil, na pratica do Poder Judiciario de Sao Paulo anteriormente a recente decisao do STF sobre a questao. Foi realizado, pois, um mapeamento dos acordaos do TJSP relativos a alteracao de prenome por um periodo de 5 anos. A partir dos acordaos foram comparados o tratamento dado a pessoas trans e o dado a pessoas cisgeneras, concluindo pela identificacao da discriminacao direta na aplicacao do direito.""","""Transexualidade; Alteracao do registro civil; Discriminacao""","""Cengage Learning"""
artivo444,"""O SILENCIO DOS JURISTAS: A IMUNIDADE TRIBUTARIA SOBRE TEMPLO DE QUALQUER CULTO E AS RELIGIOES DE MATRIZ AFRICANA A LUZ DA CONSTITUICAO DE 1988""","""Nascimento_ Guilherme Martins | Duarte_ Evandro Piza | Queiroz_ Marcos Vinicius Lustosa""","""Revista de Sociologia e Política, Mar 2016, Vol.24(57) [Periódico revisado por pares]""","""O trabalho apresenta e analisa as principais políticas para o setor privado de educação superior adotadas pelo governo de Luiz Inácio Lula da Silva (2003/2010). A partir de uma retrospectiva histórica e de uma análise de sua implementação, as políticas são consideradas por meio de uma revisão crítica... © """,,"""ProQuest"""
artivo445,"""The universalization of rights and the promotion of equity: the case of the health of the black population""","""Faustino_ Deivison Mendes""","""Ciencia & Saude Coletiva, 2017, Vol.22(12), p.3831(10) [Periódico revisado por pares]""","""This article takes the field of ""health of the black population"" as an object to problematize some tensions and possibilities existing around the operationalization of the concepts of universality and equity in public policies and no debate about the right to the city. The question that mobilizes it is: how to articulate the search for the universalization of rights with demands mobilized by specific groups in an unequal society. In order to respond, to approve the debates and the resistances surrounding the institutionalization of the National Policy of Integral Health of the Black Population and its relation with the prerogatives of the Unified Health System. The result is a critique of the universalization/targeting and recognition/distribution and pointing to a dialectical approach. Categories that consider a mediation between singularity, particularity and universality. Key words Universality, Equity, Black population health """,,"""Cengage Learning"""
artivo446,"""Medos urbanos e mídia: o imaginário sobre juventude e violência no Brasil atual""","""Mauro Guilherme Pinheiro Koury""","""Sociedade e Estado, Sep/Dec 2011, Vol.26(3) [Periódico revisado por pares]""","""This article aims to raise questions about the culture and industry of fear in Brazil today, through the relationship between youth and violence, and evaluates the consequences of this correlation by means of the propositions raised by the Brazilian media in the national imagination. This problem is... © """,,"""ProQuest"""
artivo447,"""Litigio estrategico para igualdade de genero: O caso das verbas de campanha para mulheres candidatas""","""Campos_ Ligia Fabris""","""Direito e Praxis, 2019, Vol.10(1), p.593(37) [Periódico revisado por pares]""","""O objetivo deste artigo e descrever o recente litigio estrategico que culminou com a transformacao juridica ocorrida no Brasil em relacao a obrigatoriedade de financiamento de campanhas politicas de mulheres. Dessa perspectiva, buscar-se-a analisar criticamente as questoes em jogo no julgamento da ADI 5617 pelo Supremo Tribunal Federal realizado em marco de 2018, que determinou o minimo de 30% de investimento dos partidos em campanhas de candidatas. O caso sera abordado do ponto de vista da atuacao da Clinica juridica ""Laboratorio de Direitos Fundamentais"" da FGV Direito Rio, na qualidade de representante da ONG CEPIA como amicus curiae nessa acao. A partir dessa experiencia, pretende-se refletir sobre os desafios do uso de litigio estrategico para o avanco de direitos humanos em geral, e de direitos politicos de mulheres no Brasil em especial.""","""Direitos fundamentais; Igualdade; Mulheres; Politica; Verbas de campanha; Litigio estrategico; Cota; STF""","""Cengage Learning"""
artivo448,"""Dos movimentos sociais às manifestações de rua: o ativismo brasileiro no século XXI""","""Scherer-Warren_ Ilse""","""Política & Sociedade, Sep-Dec 2014, Vol.13(28), pp.13-34 [Periódico revisado por pares]""","""Como distinguir os diferentes tipos de ativismo no Brasil atual a partir de suas formas de organizagao, formas de atuagao publica, seus idearios, propostas ou reivindicagoes socioculturais e politicas? Tendo em vista este desafio, iniciaremos o artigo criando urna tipologia que nos permite distinguir...""",,
artivo449,"""Critica a formacao profissional em Servico Social no ensino a distancia""","""Da Silva_ Antonio Israel Carlos""","""Em Pauta, 2016, Vol.14(37), p.150(24) [Periódico revisado por pares]""","""Este artigo analisa as caracteristicas da metodologia de ensino e o formato da organizacao curricular da proposta politico-pedagogica de formacao profissional em Servico Social. Para tanto, o foco e a modalidade ensino a distancia, em uma instituicao de ensino superior selecionada para o estudo. Situamos, incialmente, a dinamica de expansao dos cursos de Servico Social atraves do EaD no Brasil e no Ceara. O percurso metodologico desenvolvido consiste em revisao de literatura e pesquisa documental. Assim, apreendemos que o processo formativo na modalidade estudada desenvolve um ensino estrito, mediado por Tecnologias da Informacao e Comunicacao (TICs) que, por sua vez, virtualizam a dinamica pedagogica, desconsiderando o processo de ensino/aprendizagem calcado na relacao entre ensino, pesquisa e extensao; alem disso, apresenta ausencia de contato mais profundo entre professores e estudantes, esbocando uma proposta politico-pedagogica cujo formato de organizacao curricular tende a reproduzir um carater tecnicista, pragmatico e residual na formacao profissional em Servico Social.""","""ensino superior; Servico Social; formacao profissional""","""Cengage Learning"""
artivo450,"""Raca e genero na educacao basica: pesquisando 'com' criancas""","""Guizzo_ Bianca Salazar | Zubaran_ Maria Angelica | Beck_ Dinah Quesada""","""Acta Scientiarum. Education (UEM), Oct 15, 2017, Vol.39(SI), p.523(9) [Periódico revisado por pares]""","""Os principais objetivos deste artigo sao discutir e problematizar como determinadas representacoes etnico-raciais e de genero sao construidas e reiteradas cotidianamente no ambiente da educacao basica. Esta analise se vincula as teorizacoes produzidas pelos Estudos Culturais em Educacao, a partir de situacoes cotidianas no ambiente escolar e de excertos de entrevistas aplicadas, ao longo de um ano de trabalho de campo, com criancas da educacao infantil de uma escola publica municipal e com criancas do ensino fundamental de uma escola privada, ambas localizadas no Rio Grande do Sul. Os resultados da pesquisa apontam que, desde a infancia, alunos (as) da educacao basica incorporam e disseminam representacoes 'estereotipadas' relativas aos pertencimentos etnico-raciais e de genero. De modo particular, foi possivel observar que os sujeitos que nao se enquadravam em caracteristicas fenotipicas consideradas ideais eram representados negativamente e discriminados. No entanto, o estudo mostrou tambem a importancia de pedagogias que questionam e deslocam as representacoes de raca e de genero dominantes, a partir da perspectiva de uma educacao antirracista.""",,
